text,text_asli,inventaris_ref,tanggal_perkiraan,source,corpus_asal,volume,corpus_id,pelabuhan_disebut,skor_pdr_drainase,skor_etr_retensi,skor_hak_adat,skor_pelayaran,skor_sengketa,skor_syahbandar,skor_tidak_relevan,tema_dominan,skor_dominan,low_confidence,tahun,dekade
"No. 19
Catatan harian raja
Dilakukan oleh Tn. V. Steyn van Gollenesse
pada 22 Desember 1748
Melalui Scheijbeek

Ammardam
Tuan gubernur berangkat bersama istrinya dan putrinya ke kapal 't Huijs
atau [tidak terbaca]
Catatan pinggir yang berdiri
pada lampiran tersebut, catatan harian
yang sekaligus berfungsi
sebagai register pada yang sama
Hal:
bagian besar mansz: rkaa in stukken dan sebuah baru
mengirim V: w: dan selanjutnya o. 't N:
berada pada lebar 8. gr: 29. m: dan menduga
sudut calpettij 11½. mil dari sini
berbelok ke N: angin N: O. dan N: N: O:
angin sepoi langit yang mendung. . . . . . . . . „
chaloup gustavus turun dari dasar. . . „
menjatuhkan sauh dan melihat daratan. . . . . . . . . „
tiba pada pukul 15. v:m berlabuh. . - - - -.
angkat sauh, dan berlayar mengikuti angin melewati n: 't w:
menaksir arah ramenacoil N: N: w: ½. w:
masuk ke pandangan talmenaar dan berlabuh.
gubernur mengirim sepucuk surat kepada 't manaars
komandan kans non berangkat ke manaar. .„
para sahabat manaarse datang ke kapal yang Mulia. „
komandan dari chaloup gustavus
membawa kepada gubernur berbagai laporan- - -„
baik mengenai chaloup neijenoond maupun 't jagt
bagasi Yang Mulia dipindahkan ke dalam gustavus„
Yang Mulia berangkat dengan chaloup tersebut dari
kapal - - - - - - - - - - - - - „
naik di bakenstein di orengbhaij, lalu berlayar
mengikuti angin ke dalam sungai--„
dengan upacara biasa tiba di manaar
mengambil tempat tinggal",[OCR penuh tidak disimpan di DB. Sitasi arsip: NL-HaNA_1.04.02_10100 — GLOBALISE/Huygens. Teks yang diklasifikasi = kolom `text`.],NL-HaNA_1.04.02_10100,22 December 1748,globalise_obp,globalise,,0,Tidak diketahui,0.7930258512496948,0.3729618489742279,0.8849620819091797,0.9975031614303589,0.03491377457976341,0.9833589792251587,0.032451484352350235,pelayaran,0.9975031614303589,False,1748,1740
"16. 6: petak-petak tanah yang ditransportasikan dengan amm=s 9: 20.
Rectifikasi atau penunjukan
atas segala tanah milik 's Kompeni yang liar dan sampai sekarang belum diba-

ngun, yang dengan pemeriksaan ekstrak oleh
para komisaris yang dikirim khusus telah ditemukan dalam keadaan sebenarnya di hapittigam alut-

cour, hiena, hewagam, salpittij, Reijgam,
pasdum, dan Wallallawitti Corles; di mana
juga dengan jelas ditunjukkan, betapa besarnya tiap bidang tanah yang telah ditanami, dan orang-orang mana yang dengan
penuh hormat datang memohon untuk mengusahakannya, agar
dengan penanaman atas tanah itu, mereka dapat menyerahkan kepada Edele Tuan-tuan
geregtigheid biasa 's Kompeni berupa sepersepuluh; yaitu. —
667: stx: tanah seluruhnya di bawah corles gabungan yang disebut di atas, daripadanya
16. petak tanah di Corle hapittigam
Oedoegahapattoe dan
desa Tinnagamme, sebagai
amm:s corn:s amms Corns amm:s Corn:s
1. petak bernama bogaha canatta, untuk petak ini dimohon agar
didapatkan izin untuk dibudidayakan oleh
modliaar dari corle yang disebut di atas widje see-
seorang senewiratne; besar ammams 5. 30.
1. d=o "" liegodolle owitte besar - - - - - - - - "" —. 20.
sebut: tiga petak tanah besar —
1. amm: dan 30. cornies dimohon untuk
dibangun nelliegamme ranne-
toenge linne appoe,
desa nelligame
dilgapoerene, diminta untuk dibudidayakan
duwele mohotige pauloe appoe, -
besar. - -
- - - - - - - - "" 1. —.
-
'desa Kalloehallane an-
next dari ambenegattere -
1. d_o "" kirietticoelle poerene, dimohon pula-
""gem: paulo appoe besar - - - - - - ""
"" silleme - - d-o "" - - - - - -",[OCR penuh tidak disimpan di DB. Sitasi arsip: NL-HaNA_1.04.02_10159 — GLOBALISE/Huygens. Teks yang diklasifikasi = kolom `text`.],NL-HaNA_1.04.02_10159,16. 6,globalise_obp,globalise,,1,Tidak diketahui,0.8641743659973145,0.5145223140716553,0.983198344707489,0.26350459456443787,0.79672771692276,0.8644803762435913,0.0023527739103883505,hak_adat,0.983198344707489,False,,
"Surat-surat & papieren
Dari
Gall par 't Schip
Renswoude
yang benar diterima: 31 Januari 1771.
9

Daftar surat-surat
yang pada hari ini oleh Yang Mulia [tidak terbaca] 
Tuan Arnoldus de Lij, komandan
[tidak terbaca] kota dan tanah gale
[tidak terbaca] beserta Dewan dari
gale melalui kapal-kapal Na Retoer, yaitu
Westerveld dan Renswoude, dikirim ke Patria,
dikonsinyasikan
kepada Yang Sangat Mulia dan Terhormat Tuan
Thomas Hope, wakil dari
Yang Mulia Yang Dipertuan Pangeran Oranje en Nassau [tidak terbaca] [tidak terbaca] dan Yang Sangat Mulia serta sangat terhormat
para Tuan Bewinthebberen, yang didelegasikan
ke pertemuan Tujuh Belas,
sebagai wakil dari Generale Neder-
landsche g'oktroijeerde Oost-Indische
komp[anie] pada kamar presidial di
air Amsterdam, yang terdiri atas hal-hal berikut, yaitu.
Melalui kapal Westerveld
Untuk Kamar Amsterdam
Nomor 1. Surat asli di bawah tanggal ini oleh dan
kepada seperti tertulis pada bagian kepala ini
No. 2.

No. 2. Salinan surat melalui kapal awal Gein-
[wensch] dikirim
3. Daftar peti-peti terbakar, ruang-ruang, dll. dari yang pada
kapal ini dan kapal Rens-
woude, orang-orang yang dipilih dan yang mewakili
[tidak terbaca]
4. daftar umum dari kas-kas kecil yang bersama
kedua kapal tersebut dikirim.
Terpisah
5. Sebuah peti dengan surat-surat Surat mungkin: surat-surat dari Surat [tidak terbaca] seperti di bagian kepala ini
6. Sebuah kotak kormandel dengan tanda: L: H:
6-. 7. Sebuah [tidak terbaca]
[tidak terbaca]
8. Sebuah",[OCR penuh tidak disimpan di DB. Sitasi arsip: NL-HaNA_1.04.02_10188 — GLOBALISE/Huygens. Teks yang diklasifikasi = kolom `text`.],NL-HaNA_1.04.02_10188,31 Januari 1771,globalise_obp,globalise,,2,Tidak diketahui,0.36948922276496887,0.23057308793067932,0.5213950276374817,0.6562039852142334,0.16566060483455658,0.9232816696166992,0.00779320253059268,syahbandar,0.9232816696166992,False,1771,1770
"Van Gale, Tahun 1772. &
No
P
P=r West-friesland. —
Surat-surat & kertas-kertas
bertanggal
31 Januari
dijahit di belakang
surat kepada Kamar Zeeland 12 Nov. 1773
—„ pemerintah tinggi . . . . 15 ——
„ Kamar z. - - - - 24 Jan. 1774
„ Para Tuan 17e 3 1 —
177
3.
-
-

surat 31 Jan. 1772
14 Nov. 1772
Daftar kertas-kertas
yang pada hari ini oleh Yang Mulia
Tuan Arnoldus De Eij
Komandan kota dan daerah
Gale, Mature dll.: bersama
Dewan, dari Gale dengan kapal
Zuijdbeveland
ke patria dikirim
diperuntukkan kepada Yang Mulia
Tuan-tuan Bewindhebberen dari Perusahaan Timur
India Belanda yang ber-octroi agung, di kantor presiden
Amsterdam
terdiri dari yang berikut
yaitu:
Untuk kamar sebelumnya
Asli
Surat pada tanggal hari ini dan
kepada seperti dalam kepala ini disebut
„ 2: Duplikat surat dengan kapal berikutnya Borsselen
dikirim pada bulan Januari 1772.
3. Daftar peti-peti yang dibakar, kelders M: dari
orang-orang yang ditentukan dan
pulang ke negeri asal di atas dasar ini.
No
No
No 4
No: 1

Daftar peti-peti kecil yang dengan sama
Umum
N:o 4.
kapal dikirim.
krsch: kepada para Saudara Yang Terhormat
„ 5. Untuk pakst
drakenen di Amsterdam.
paquet besch: kepada Yang Mulia oleh
„ 6. Sebuah pribadi
„dugtigste Yang Mulia Tuan,
pangeran Oranje dan Nassau
dll: M: M:
sourt apart „ 7. Sebuah peti dengan kertas-kertas Cochin
„ 8. Ekstrak dari resolusi degaalse tanggal 9:' ",[OCR penuh tidak disimpan di DB. Sitasi arsip: NL-HaNA_1.04.02_10190 — GLOBALISE/Huygens. Teks yang diklasifikasi = kolom `text`.],NL-HaNA_1.04.02_10190,31 Januari 1772,globalise_obp,globalise,,3,Tidak diketahui,0.507445752620697,0.18746715784072876,0.10771874338388443,0.3365626931190491,0.008594110608100891,0.6268097162246704,0.0010712143266573548,syahbandar,0.6268097162246704,False,1772,1770
"Daftar surat-surat, yang dikirim dengan kapal Huijsduinen kepada para Tuan Yang Terhormat dan Bangsawan Tinggi, Tuan Pieter Sluijsken, Komandan kota dan negeri Gale Mature k: bersama dengan Dewan Gale, yang dikonsinyasikan kepada para Tuan Yang Terhormat dan Bangsawan Tinggi, para Tuan Bewindhebbers dalam rapat tujuh belas, mewakili Perusahaan Hindia Timur Belanda yang terkonfederasi, untuk Kamar Zeeland, sebagai berikut.
Untuk Kamar Zeeland.
No. 1. Surat asli bertanggal hari ini kepada dan oleh sebagaimana tercantum di kepala ini.
2. Daftar peti-peti dan ruang-ruang yang dibakar: dan orang-orang yang di atas kapal ini sedang dipulangkan kembali.

Gale 31 Januari

3. Daftar umum kotak-kotak titipan yang dikirim dengan kapal ini.
4. Empat surat yang ditujukan kepada para Tuan Yang Terhormat dan Bangsawan Tinggi, para Tuan Bewindhebbers untuk kamar Rotterdam, Delft, Hoorn dan Enkhuisen.
5. Sebuah faktur atas beban kapal fregat slands Deceres karena juru mudi Jan Bonnet yang di sini tinggal dari fregat tersebut dan meninggal.
6. Sebuah paket dari para menteri Kochimsche yang digambarkan sebagaimana di kepala ini untuk Kamar Zeeland, disebut No. 5.
8. Dengan surat-surat pribadi untuk kamar yang sama, disebut No. 18. D: B:
7. Sebuah faktur atas uang pos surat-surat sebesar ƒ 104. 12.
9. Sebuah kotak kas Gale dengan surat-surat pribadi, tertulis kepada dan sebagaimana di kepala ini ditandai P.",[OCR penuh tidak disimpan di DB. Sitasi arsip: NL-HaNA_1.04.02_10204 — GLOBALISE/Huygens. Teks yang diklasifikasi = kolom `text`.],NL-HaNA_1.04.02_10204,31 Januari,globalise_obp,globalise,,4,Tidak diketahui,0.30328020453453064,0.7838954329490662,0.18963362276554108,0.7264983654022217,0.004331501666456461,0.8840893507003784,0.0020748667884618044,syahbandar,0.8840893507003784,False,,
"Surat-surat dan kertas-kertas
yang dibawa dengan kapal
De Naarstigheijd
dari Couchim
tertanggal 12 November 1748

Register kertas-kertas yang dengan perintah
Tuan Yang Terhormat
van den
Adrijn Aerens
Komandan dan kepala penguasa
pantai Malabar, Canara
dan Wingurla bersama dewan
di kota Cochim dengan kapal
Goidschalksoort ke
Colombo dikirim,
diperuntukkan bagi Yang Mulia
Tuan-tuan Tinggi Mulia
Bewindhebberen
untuk pertemuan Tujuh-
belasan yang didelegasikan
kepada perusahaan Hindia Timur
Kerajaan Belanda yang bersatu
mewakili di Kamar Mid-
delburg di Zeeland
agar dengan kapal-kapal pulang
selanjutnya dialamatkan ke Erlangen.
No
No 1

1: [tidak terbaca] surat di bawah tanggal hari ini oleh
di dalam perkara.
2
dan kepada sebagaimana dalam kepala ini
disebutkan:
Salinan surat kepada Yang Mulia Pemerintah Tinggi
India Belanda di Batavia
dengan tanggal 24: 8ber: 20: xber:
dari yang lalu, 31 Januari, bulan
pertama, dan 23 April, tahun ini
dari sini dikirim:
d:o memori oleh bekas V: E: agtb:
Tuan Komandan Reinicus
Siersma kepada penggantinya Yang Mulia Tuan
Corijn Stevens —
untuk pemberitahuan awal di bawah tanggal
akhir Februari yang lalu
ditinggalkan. -
4: jawaban asli Vijs dari retouren
ke India untuk yang sekarang
dijahit bersama
tahun.
d=o d=o batavia sen rijsch, juga untuk
yang
No
d:o
3:

d
dijahit bersama
yang sama tahun.
""ken [tidak terbaca] Komando ini
pada tahun 1742: dan 1744: ditemukan
karena orang-orang dari Ian
Hoogrief",[OCR penuh tidak disimpan di DB. Sitasi arsip: NL-HaNA_1.04.02_10270 — GLOBALISE/Huygens. Teks yang diklasifikasi = kolom `text`.],NL-HaNA_1.04.02_10270,12 November 1748,globalise_obp,globalise,,5,Tidak diketahui,0.3420219123363495,0.19436781108379364,0.23057305812835693,0.3789186179637909,0.04716186970472336,0.8009645938873291,0.05325542762875557,syahbandar,0.8009645938873291,False,1748,1740
"Surat-surat & kertas-kertas
Dibawa dengan kapal
Saamslagh:
dari Cochim pada tanggal
30 November 1751
dan diterima di Alhien pada: 8 Agustus 1752.

Register dari
r
R
kertas-kertas yang atas perintah dari
Yang Terhormat Tuan Abraham
Cornelis De La Haije
opperkoopman dan letnan gubernur pantai Mallabaar, Canara,
dan Wingurla beserta para
anggota lainnya dari Dewan Politik
di kota Cochim dua kali
lipat dikirim dengan kapal Luxenburg
ke Colombo dan ditujukan kepada para sangat mulia
para
perwakilan
dari Yang Mulia Yang Terluhur
Tuan Pangeran orange
dan Nassauw stadhouder
kapten dan laksamana jenderal
dari Verenigde Nederlanden &:a &:a &:a
dan para sangat mulia yang terhormat Tuan-tuan
Bewindhebberen
dalam pertemuan dari tujuh belas
yang didelegasikan dalam Perusahaan Hindia Timur
sebagai perwakilan pada
Kamar Presidial

Dijahit di dalam
Sama
: no 1: surat asli di bawah tanggal hari ini oleh
dan kemudian sebagaimana dalam kepala ini
tersebut ditulis
Dijahit di dalam
2 Salinan surat kepada Yang Mulia pemerintah tinggi dari
Hindia Belanda di Batavia pada
yang
ditanggal 31: 8ber: dan 29: 9ber:
p=to
sampai: serta 7: maart
dan 6: maij yang lalu dari sini
ditulis
3 - surat rahasia, demikian juga ditulis pada tanggal 30:' 7ber: lalu. —
4. salinan asli jawaban kutipan dari
memorandum pemberian
bulanan cedul berkaitan
dengan orang Jan
Bulke van geestendorp
Sama
Kamar Presidial Amsterdam
hingga Ei",[OCR penuh tidak disimpan di DB. Sitasi arsip: NL-HaNA_1.04.02_10275 — GLOBALISE/Huygens. Teks yang diklasifikasi = kolom `text`.],NL-HaNA_1.04.02_10275,30 November 1751; diterima 8 Agustus 1752,globalise_obp,globalise,,6,Tidak diketahui,0.19744445383548737,0.19436779618263245,0.15780086815357208,0.31341978907585144,0.007518718484789133,0.668129563331604,0.003321202704682946,syahbandar,0.668129563331604,False,1751,1750
"Surat-surat & kertas-kertas
Dari Malabaar

bertanggal 20 Oktober 1771
fol: 5 a 22 Sebuah surat dari Komandan & dewan kepada Gubernur dalam tanggal 20 Oktober 1771
23 „ 27 „ „ dari Gubernur &n yang telah meninggal & kepada Komandan & dewan kepada Gr7 dalam tanggal 20 Juni
27 „ 28-
_ _o „ 15 Feb
28 „ 116-
_o „ 31 Maret
116
0
„ 20 April
117 „ 131 _o
„ 30 Juni
131 „ 132 _o
Borsselen

3.
Terpisah.
4.
dalam [tidak terbaca]
5.
dijahit di dalam
6.
idem
dashasar[tidak terbaca] Pemerintahan Tinggi dari
Hindia Belanda
kepada Batavia ditulis
bertanggal 20 Januari,
15 Februari, 31 Maret
2 April dan 30 Juni baru-baru
lalu
Sebuah paket dengan kertas-kertas rahasia.
Salinan buku resolusi, dimulai
dengan 2 Oktober Tahun
1770. dan berakhir pada
22 September tahun ini.
Salinan resolusi rahasia bertanggal 22.
Juli baru-baru lalu, ber=
kenaan dengan utang Attingase.
Salinan catatan-catatan dari hal yang di-
„bahas dalam berbagai konferensi yang diadakan dengan
para penginjil Travancoor, yang
berdasarkan itu tampak bahwa perkara itu dengan
persetujuan
N
1

No. 7.
dijahit di dalam
8.
idem
eren.
idem
idem
11.
Daftar perhitungan yang ditarik dari
buku-buku niaga yang baru ditutup
dari komando ini.
Salinan tuntutan Batavia yang dijawab,
untuk tahun ini
Hasil dari niaga yang dibahas
barang-barang dalam buku tahun 17 8/9.
Memori tentang lada yang sejak primo Oktober 1770 sampai
ultimo September 1771, di pesisir ini dikumpulkan, dan oleh berbagai
pedagang di gudang Tuan Yang Mulia
10.
Berbagai salinan ekstrak dari surat-surat dan kertas-kertas lain,
berkenaan dengan utang Attingase yang dimaksud, dengan sebuah
register di depan.
diselesaikan dengan persetujuan dan 23/5. dari
utang yang disepakati",[OCR penuh tidak disimpan di DB. Sitasi arsip: NL-HaNA_1.04.02_10299 — GLOBALISE/Huygens. Teks yang diklasifikasi = kolom `text`.],NL-HaNA_1.04.02_10299,20 Oktober 1771,globalise_obp,globalise,,7,Padang,0.48270347714424133,0.45907607674598694,0.25055161118507385,0.3651736378669739,0.1155359148979187,0.5590493679046631,0.011709840036928654,syahbandar,0.5590493679046631,False,1771,1770
"Mallab: 15 Oktober 1785.
Daftar surat-surat, yang atas perintah dari Yang mulia dan sangat terhormat Tuan
Johan Gerard van Angelbeek:
Raad Extra ordinair dari Hindia Belanda, Gubernur dan Direktur
pada pantai Malabar, beserta Raad
b: Koelscem, kepada Yang Mulia Tinggi,
„terhormat para Tuan
Bewindhebberen, dalam
perhimpunan Zeeventeenen,
mewakili Perusahaan Besar Hindia Timur,
dari Nederland yang bersatu, kepada Presidiaale ka„
„mar Amsterdam, mengenai Ceilon
akan dikirim, sebagai berikut:
No. 1: Surat asli dengan tanggal hari ini oleh
dan kepada seperti yang tertulis di kepala ini.
asli d=o 2: Sebuah surat duplikat bertanggal 16 Februari
yang lalu, dengan lampiran-lampirannya menurut
register tersendiri.
Duplikat.
No. 3
No. 3:
d=o
Sebuah surat Portugis oleh [tidak terbaca], di varapo„
„lie kepada Tuan Gubernur dikirim,
pada 15 Februari yang lalu, berisi
permohonan agar dua gereja mereka yang telah diambil
di kranganoor
dan Paliposto dapat dikembalikan lagi kepada mereka,
bersama terjemahan dalam bahasa Belanda.
d=o 4. Surat rahasia kepada Yang Mulia tersebut yang ditujukan
D=o 5: Salinan surat kepada Yang Mulia para
Pemerintah Tinggi dari Hindia Belanda di Batavia, ditulis pada
18 Januari, 30 April, 6: dan 11 Mei
tahun ini.
d=o 6. Salinan buku resolusi, dimulai dengan
3 Januari sampai 2 April tahun ini",[OCR penuh tidak disimpan di DB. Sitasi arsip: NL-HaNA_1.04.02_10317 — GLOBALISE/Huygens. Teks yang diklasifikasi = kolom `text`.],NL-HaNA_1.04.02_10317,15 octob. 1785,globalise_obp,globalise,,8,Tidak diketahui,0.05442443862557411,0.06355224549770355,0.02742854133248329,0.03014313243329525,0.02748069167137146,0.10984891653060913,0.0029121781699359417,syahbandar,0.10984891653060913,True,1785,1780
"Daftar alfabetis
Tahun 1723.
dari catatan harian, dan perkara-perkara
yang dibahas, antara Tuan Komandan Ioannes
Hertenberg, dan raja-raja,
pangeran-pangeran, serta penguasa-penguasa negeri lainnya
dari Malabar, dimulai dengan tanggal 2 Mei 1723,
dan berakhir pada akhir bulan September tahun yang sama.
Baki Caijmaal
pada 23 Juli. Di Caijmaal ini atas permintaan
plaparamboe goerip sebagai seorang pengelola kedua
dari depagood Tiroenaranapoeram diangkat - - - - - - - - - 199.
Baniemcherij Ismael—
4 Agustus o.l. dari yang tersebut itu, berbicara tentang kejadian dengan
anak dari residen Portugis itu, dan imam besarnya..
meminta agar residen tersebut, dan
pater itu dikirim kembali - - - - - - - - - 252.
Bardella
-

tahun 1723:
Bardella
pada 18 Juni, Tuan Komandan memanggil pangeran
ke kota, yang dengan sangat meminta maaf,
berjanji akan mengirim ragiadoorsnya pada hari Kamis berikutnya - - - - - - "" 112.
— 26: [tidak terbaca]. pangeran tersebut datang ke kota, dan mengadakan
konferensi dengan Yang Mulia tentang
penyelesaian perselisihan, antara dia dan
coddacherij Caijmnaal - - - - - -. - ""125.
Yang Mulia menuduh pangeran itu bersalah
atas hal itu, karena menolak keputusan para
braminees ahli hukum, yang telah menetapkan baginya 25 parras
Zaaijland, beserta 2500 fan:, yang oleh caijmaal telah dipersembahkan",[OCR penuh tidak disimpan di DB. Sitasi arsip: NL-HaNA_1.04.02_10333 — GLOBALISE/Huygens. Teks yang diklasifikasi = kolom `text`.],NL-HaNA_1.04.02_10333,30 September 1723 (terlihat juga acuan 2 Mei 1723 dan 23 Juli 1723 dalam register),globalise_obp,globalise,,9,Tidak diketahui,0.14092636108398438,0.11318692564964294,0.07431582361459732,0.03810662031173706,0.9916842579841614,0.5764824151992798,0.006641112733632326,sengketa,0.9916842579841614,False,1723,1720
