artifact_id,current_path,historical_checksum,historical_checksum_source,current_content_checksum,checksum_match_status
ART-001,docs/thesis/pilot_annotation/model3b_v2/specifications/MODEL_3B_MATHEMATICAL_SPECIFICATION_V2.md,NONE_RECORDED,,1c3baac66d5f985db1747cf0d33fb4ab66a671d13b7461a25727888dc9c2f2bc,NO_PRIOR_RECORD
ART-002,docs/thesis/pilot_annotation/model3b_v2/specifications/MODEL_3B_RECOVERY_GATE_SPECIFICATION_V2.csv,NONE_RECORDED,,26fd15a2d6493447b2162b3fb6908ad2aab81406fda1306d2d6b4002bfa6cf95,NO_PRIOR_RECORD
ART-003,docs/thesis/pilot_annotation/model3b_v2/specifications/MODEL_3B_RECOVERY_PROTOCOL_V2.md,NONE_RECORDED,,967ef3eed53cfc881fdb4c7632a2f76216638a7c39befc08f45983ade7451fe3,NO_PRIOR_RECORD
ART-004,docs/thesis/pilot_annotation/model3b_v2/specifications/MODEL_3B_FINAL_GATE_APPLICABILITY_MATRIX.csv,NONE_RECORDED,,21e9eec9d5d96e7717980bbd63093898bf037cc37ff2102f4126295e5146ed65,NO_PRIOR_RECORD
ART-005,docs/thesis/pilot_annotation/model3b_v2/specifications/MODEL_3B_V2_NUMERICAL_DECISION_LEDGER.csv,NONE_RECORDED,,6e2fd1ef2ce96874df3bdd59c565710f75620adedbd3291e28d679a8402e044a,NO_PRIOR_RECORD
ART-006,docs/thesis/pilot_annotation/model3b_v2/numerical_decisions/MODEL_3B_NUM_DEC_01_M2_REPLICATION_DENOMINATOR_ADJUDICATION.md,NONE_RECORDED,,96c1d891f4129bddd3ce6066c1e0e979bcc188fe63757f3bdefc0ddd3458acfd,NO_PRIOR_RECORD
ART-007,docs/thesis/pilot_annotation/model3b_v2/numerical_decisions/MODEL_3B_NUM_DEC_02_M2_UNCERTAINTY_ADJUDICATION.md,NONE_RECORDED,,2d61c7a21d4f307a46a2275702c75d7f88bb41aea2a6892051b7541403154570,NO_PRIOR_RECORD
ART-008,docs/thesis/pilot_annotation/model3b_v2/numerical_decisions/MODEL_3B_NUM_DEC_03_M2_EXACT_NULL_ADJUDICATION.md,a7e8ad2cc058e8bb7e2b3ce6b920bfb09e372d420f9bc4c3bff3f2bb54af7aeb,MODEL_3B_COMPLETE_NUMERICAL_DECISION_CONSISTENCY_AUDIT.md (line 56),a7e8ad2cc058e8bb7e2b3ce6b920bfb09e372d420f9bc4c3bff3f2bb54af7aeb,MATCH
ART-009,docs/thesis/pilot_annotation/model3b_v2/numerical_decisions/MODEL_3B_NUM_DEC_04_M3_TAU_CALIBRATION_ADJUDICATION.md,NONE_RECORDED,,1c7c45cce3188e6e3f09cc33aacf26e9edba457f983dbe389e5bd6ad16c7d20d,NO_PRIOR_RECORD
ART-010,docs/thesis/pilot_annotation/model3b_v2/numerical_decisions/MODEL_3B_NUM_DEC_05_M3_PRIOR_MODEL_ODDS_ADJUDICATION.md,NONE_RECORDED,,9626f6bd693d81d10fe95bcfa76a0d70b42c334440c209ce5997b6b65133711a,NO_PRIOR_RECORD
ART-011,docs/thesis/pilot_annotation/model3b_v2/numerical_decisions/MODEL_3B_NUM_DEC_06_M3_MARGINAL_LIKELIHOOD_ADJUDICATION.md,NONE_RECORDED,,570e3539a64e6e539d897e79108ec0021ba00f5f0a1edeaf533fee02344b982c,NO_PRIOR_RECORD
ART-012,docs/thesis/pilot_annotation/model3b_v2/numerical_decisions/MODEL_3B_NUM_DEC_07_M3_ROPE_ADJUDICATION.md,NONE_RECORDED,,222381d231d4aef43b3f3ce7ff7d25bbfbd56ca29fb37424022e52cd20dc5334,NO_PRIOR_RECORD
ART-013,docs/thesis/pilot_annotation/model3b_v2/numerical_decisions/MODEL_3B_NUM_DEC_08_RESOURCE_CEILING_ADJUDICATION.md,NONE_RECORDED,,f6b9b00daafb17c7cff5a0dbde8293d93b622bb9ee0e9322f2da1f42b02a8f17,NO_PRIOR_RECORD
ART-014,docs/thesis/pilot_annotation/model3b_v2/reconciliation/MODEL_3B_GATE_V1_TO_V2_RECONCILIATION.csv,NONE_RECORDED,,ed255869a6bdd825cb20b0e729fa975f24bc17ac951dc4635460528dc1f3d9a2,NO_PRIOR_RECORD
ART-015,docs/thesis/pilot_annotation/model3b_v2/reconciliation/MODEL_3B_V2_NUMERICAL_DECISION_DIGEST.md,NONE_RECORDED,,81b2f1946858feec5a48f9e452088a4afcc5ba0b01537284ee420873080acdae,NO_PRIOR_RECORD
ART-016,docs/thesis/pilot_annotation/model3b_v2/reconciliation/MODEL_3B_COMPLETE_NUMERICAL_DECISION_CONSISTENCY_AUDIT.md,NONE_RECORDED,,b8c2dedaef1cd92ed419171e5d70867d2e642b8dc96f173ae65817beacd72ecc,NO_PRIOR_RECORD
ART-017,docs/thesis/pilot_annotation/model3b_v2/reconciliation/MODEL_3B_NUMERICAL_DECISION_DEPENDENCY_MATRIX.csv,NONE_RECORDED,,975ae6fa5a333fc3a63740312adf600d0d6a775cb7e723b89344c9e1f02e2ffd,NO_PRIOR_RECORD
ART-018,docs/thesis/pilot_annotation/model3b_v2/reconciliation/MODEL_3B_NUMERICAL_TEST_INVENTORY.csv,NONE_RECORDED,,843087a76a8be5267e9ad8b076cc26326d75e12fb46ede00db3c094a660d689b,NO_PRIOR_RECORD
ART-019,docs/thesis/pilot_annotation/model3b_v2/planning/WAVE_2_MATHEMATICAL_CONTRACT.md,NONE_RECORDED,,4df948ad08b15d8be381927c66e52856fc31fdb564a5d2ffbe775e52e818a043,NO_PRIOR_RECORD
ART-020,docs/thesis/pilot_annotation/model3b_v2/planning/WAVE_2_IMPLEMENTATION_COMPONENT_MAP.md,NONE_RECORDED,,970bd46edf6fd9a7482ab5fa37ef9f68ce2f5751dea73a68ff22356651770a4c,NO_PRIOR_RECORD
ART-021,docs/thesis/pilot_annotation/model3b_v2/planning/WAVE_2_SIMULATION_AND_COVERAGE_PLAN.md,NONE_RECORDED,,78537f1bac596ab2753013d09ef442d369a0085b6352f79093daf998b30acc3e,NO_PRIOR_RECORD
ART-022,docs/thesis/pilot_annotation/model3b_v2/planning/WAVE_2_M3_BLOCKER_CLOSURE_PROTOCOL.md,NONE_RECORDED,,ad5fa158a0653027d678536286a3d6d3f58c7b4aadf4b7820198844576ffeeb2,NO_PRIOR_RECORD
ART-023,docs/thesis/pilot_annotation/model3b_v2/planning/WAVE_2_TAU_CALIBRATION_PREREGISTRATION.md,NONE_RECORDED,,9605d69262dbea4a899d11d0b16eca85db3131524512369813124e23525311ba,NO_PRIOR_RECORD
ART-024,docs/thesis/pilot_annotation/model3b_v2/planning/WAVE_2_EXECUTION_MANIFEST_AND_STOP_RULES.md,NONE_RECORDED,,347a2161d2d038e2426d61c35840f3618d92e4610663bcdd33a6d6c0a6b1060b,NO_PRIOR_RECORD
ART-025,docs/thesis/pilot_annotation/model3b_v2/planning/WAVE_2_OPEN_DECISION_LEDGER.csv,NONE_RECORDED,,023b273e49013c2bedf0f237579f961a7a506c7d2e265ca5e8615d73efe67fa5,NO_PRIOR_RECORD
ART-026,docs/thesis/pilot_annotation/model3b_v2/planning/WAVE_2_CROSS_DOCUMENT_CONSISTENCY_AUDIT.md,NONE_RECORDED,,1231a105b422d3a40f20420ff10099f2edcb3b12c3f3b5d1850c91bca94f32ce,NO_PRIOR_RECORD
ART-027,docs/thesis/pilot_annotation/model3b_v2/planning/WAVE_2_REQUIREMENT_DEPENDENCY_MATRIX.csv,NONE_RECORDED,,4e038e5faf2fae98885d976cfe06d73f6512d641c60dcf716abdc7405c322261,NO_PRIOR_RECORD
ART-028,docs/thesis/pilot_annotation/model3b_v2/planning/WAVE_2_FORMULA_SYMBOL_REGISTRY.csv,NONE_RECORDED,,0dbbe9be79db592acb51fcbbcad9f331d51954e7ce0b4a3f9032bf719ec50d41,NO_PRIOR_RECORD
ART-029,docs/thesis/pilot_annotation/model3b_v2/adjudication/WAVE_2_OPEN_DECISION_ADJUDICATION_MAP.md,NONE_RECORDED,,101384c169ab381a8ef8f6569be12ee621041497efe9b3e39c89cbf78382d560,NO_PRIOR_RECORD
ART-030,docs/thesis/pilot_annotation/model3b_v2/adjudication/WAVE_2_OPEN_DECISION_BATCH_MATRIX.csv,NONE_RECORDED,,6a14e5370f3c3e0cc651f5ad2de1c9d1427415fe30e92fc87b614eb6ad5b2ab4,NO_PRIOR_RECORD
ART-031,docs/thesis/pilot_annotation/model3b_v2/evidence/WAVE_2_OD_005_006_015_LITERATURE_SEARCH_LOG.csv,NONE_RECORDED,,3d46c8c039570613b498d3af69b850af85a93faf480ca5c525796b6d38a676c1,NO_PRIOR_RECORD
ART-032,docs/thesis/pilot_annotation/model3b_v2/evidence/WAVE_2_OD_005_006_015_EVIDENCE_LEDGER.csv,NONE_RECORDED,,b1dd0a9182fb58f84483147212106aa3cb9530ce6daeca39920dbf6acdde81ad,NO_PRIOR_RECORD
ART-033,docs/thesis/pilot_annotation/model3b_v2/evidence/WAVE_2_OD_005_006_015_EVIDENCE_TO_OPTION_MATRIX.csv,NONE_RECORDED,,80f6a8c8b9d11497ffb817eb4a573d0c435a71d4263d5041809ffdc9391d3efd,NO_PRIOR_RECORD
ART-034,docs/thesis/pilot_annotation/model3b_v2/evidence/WAVE_2_OD_005_006_015_MATHEMATICAL_EVIDENCE_REVIEW.md,NONE_RECORDED,,6ba983b46fae7943ac51943d6b7118a1d80456d1280f0acf4825b41fc2494b7c,NO_PRIOR_RECORD
ART-035,docs/thesis/pilot_annotation/model3b_v2/evidence/WAVE_2_OD_005_006_015_ADJUDICATION_READINESS_REPORT.md,NONE_RECORDED,,ca30fe39915b106301ae3fdddb6441567d434b76ec7794bba6e6ec9a59a6e85b,NO_PRIOR_RECORD
ART-036,docs/thesis/pilot_annotation/model3b_v2/adjudication/WAVE_2_OD_005_DRAFT_ADJUDICATION.md,NONE_RECORDED,,762f1a5c2a75b237f5016557f3a5222ce887cd4ebe40b83407ce6e40f8fd4d3b,NO_PRIOR_RECORD
ART-037,docs/thesis/pilot_annotation/model3b_v2/adjudication/WAVE_2_OD_006_DRAFT_ADJUDICATION.md,NONE_RECORDED,,9e07921a2975456348dd1b75f814571f9b9c10fdcc75baf513eee00dfcd62c6d,NO_PRIOR_RECORD
ART-038,docs/thesis/pilot_annotation/model3b_v2/adjudication/WAVE_2_OD_015_DRAFT_PROCEDURAL_CONTRACT.md,NONE_RECORDED,,84411737ff946b21223deb3f5254371b79d8bcebb3f65b4eadf33b27116f0f98,NO_PRIOR_RECORD
